question_id,books,categories,coefficient,collection,count_qrp,is_free,knowledge,lessons,similar,sources,specialty,type
DP9_Q11,,SEM,1,CCB_2017,,0,N344N04 ,,,,gyneco ,QRM
QI_Q5,,,1,ECNi_2022,,0,N013N14 ,,group_497,,med_legale ,QRM
DP3_Q13,,,1,ECNi_2019,,0,N135N08 ,,group_399,,ortho ,QRM
DP3_Q3,,EFR,1,ECNi_2021,,0,N188N05 ,interpretation_efr ,,,pneumo ,QRM
DP5_Q5,,,1,ECNi_2016,,0,N297N07 ,indications_asp ,,,pedia ,QRM
DP12_Q3,,,1,ECNi_2019,,0,N025N06 ,,group_417,,gyneco ,QRM
DP13_Q1,,,1,ECNi_2017,,0,N310N06 ,sbau ,,,onco ,QRM
DP14_Q1,,SEM,1,CCB_2016,,0,N215N01 ,semiologie_erytheme_noueux ,,,med_interne ,QRM
DP2_Q1,,SEM,1,CCB_2016,,0,N204N01 ,,,,pneumo ,QRM
DP6_Q15,,TTT,1,CCB_2016,,0,N154N13 ,atb_pac ,,,anesth_rea ,QRM
DP9_Q13,,PHY,1,ECNi_2022,,0,N219N03 ,physiologie_fer ,,,med_interne ,QRM
DP12_Q7,,IMG,1,ECNi_2022,,0,N368N00 ,,,,ortho ,QRM
DP16_Q14,,,1,ECNi_2018,,0,N162N22 ,,,,dermato ,QRM
DP14_Q5,,,1,ECNi_2019,,0,N224N14 ,diagnostic_hta ,,,nephro ,QRM
DP15_Q12,,TTT,1,CCB_2017,,0,N368N00 ,,,,uro ,QRM
DP17_Q16,,TTT,1,ECNi_2019,,0,N225N09 ,,,,cardiovasc ,QRM
QI_Q108,,,1,ECNi_2018,,0,N001N12 ,entretien_motivationnel ,group_377,,psy ,QRM
QI_Q72,,TTT,1,ECNi_2018,,0,N151N19 ,,,,infectio ,QRM
QI_Q12,,,1,ECNi_2016,,0,N032N04 ,depistage_neonat ,group_213,,pedia ,QRM
DP13_Q9,,IMG,1,ECNi_2022,,0,N210N06 ,,group_346,,pneumo ,QRM
DP12_Q3,,SEM,1,ECNi_2021,,0,N110N14 ,fdr_clinique_saos ,,,psy ,QRM
DP8_Q1,,ICO,1,ECNi_2021,,0,N102N01 ,paralysies_oculomotrices ,,,neuro ,QRM
DP5_Q4,,,1,ECNi_2019,,0,N343N08 ,bilan_sd_confusionnel ,,,psy ,QRU
QI_Q52,,SEM,1,ECNi_2016,,0,N095N03 ,syndrome_parsonage_turner ,,,neuro ,QRM
DP16_Q6,,,1,ECNi_2020,,0,N087N07 ,,,,orl ,QRM
DP7_Q6,,IMG,1,ECNi_2022,,0,N357N12 ,,,,chir_dig ,QRM
DP4_Q3,,SEM,1,ECNi_2020,,0,N155N14 ,semio_dhbnn_dhbn ,,,infectio ,QRM
DP12_Q13,,ICO,1,ECNi_2018,,0,N115N10 ,diag_toxidermie ,group_244,,med_interne ,QRM
DP10_Q1,,SEM,1,CCB_2017,,0,N205N03 ,semiologie_dra ,,,pneumo ,QRM
QI_Q91,,,1,ECNi_2016,,0,N084N04 ,ttt_pression_intraoculaire ,,,ophtalmo ,QRM
DP11_Q9,,,1,ECNi_2019,,0,N265N14 ,,group_265,,uro ,QRU
DP7_Q7,,,1,ECNi_2019,,0,N078N11 ,,,,sante_pub ,QRM
DP3_Q13,,,1,CCB_2016,,0,N231N27 ,indication_pacemaker ,,,cardiovasc ,QRM
DP7_Q6,,,1,ECNi_2019,,0,N006N06 ,reason ,,,sante_pub ,QRM
DP15_Q14,,TTT,1,ECNi_2017,,0,N111N08 ,,,,psy ,QRM
DP2_Q10,,SEM,1,CCB_2017,,0,N239N03 ,raynaud_secondaire ,group_227,,dermato ,QRM
QI_Q4,,,1,ECNi_2020,,0,N045N06 ,,group_304,,genetique ,QRM
QI_Q76,,,1,ECNi_2018,,0,N354N02 ,imagerie_urgence_abdo ,,,chir_dig ,QRM
DP15_Q14,,,1,ECNi_2019,,0,N212N06 ,hemogramme_normal ,,,hemato ,QRM
DP6_Q8,,PHY,1,CCB_2017,,0,N247N24 ,,,,nephro ,QRM
QI_Q40,,,1,ECNi_2019,,0,N009N14 ,img ,group_376,,genetique ,QRM
QI_Q10,,,1,CCB_2016,,0,N244N02 ,physiologie_cortisol ; semio_cushing ; perturbation_bio_cushing ,,,endoc ,QRM
DP17_Q9,,,1,ECNi_2019,,0,N234N13 ,,,,cardiovasc ,QRM
DP11_Q7,,IMG,1,ECNi_2017,,0,N156N06 ,,,,infectio ,QRM
DP7_Q2,,,1,ECNi_2017,,0,N355N14 ,hemorragie_grave_has ; gestes_urgence_hemorragie_grave ,group_252,,hge ,QRM
QI_Q80,,SEM,1,ECNi_2019,,0,N361N09 ,,,,rhumato ,QRM
DP5_Global,HGE ,,,ECNi_2021,,0,,,,,hge ,
DP15_Q3,,,1,ECNi_2018,,0,N340N11 ,protocole_irm_avc ,,,neuro ,QRM
QI_Q107,,SEM,1,ECNi_2018,,0,N078N09 ,,,,psy ,QRM
DP8_Q4,,,1,ECNi_2016,,0,N187N09 ,,,,dermato ,QRM
DP16_Q5,,,1,ECNi_2019,,0,N203N14 ,interpretation_gds ; mecanisme_anomalie_gazo ,,,geria ,QRM
DP14_Q8,,,1,ECNi_2019,,0,N194N11 ,,,,nephro ,QRM
QI_Q87,,TTT,1,CCB_2017,,0,N330N06 ,aag_chirurgie ,,,therapeutique ,QRM
DP13_Q9,,TTT,1,CCB_2017,,0,N158N15 ,,,,anesth_rea ,QRM
DP14_Q14,,,1,ECNi_2022,,0,N120N04 ,,,,geria ,QRM
DP6_Q12,,,1,ECNi_2020,,0,N118N01 ,classification_handicap ,,,mpr ,QRM
DP15_Q2,,,1,ECNi_2018,,0,N340N11 ,,,,neuro ,QRM
QI_Q51,,,1,ECNi_2021,,0,N334N43 ,,,,ortho ,QRM
DP17_Q7,,,1,ECNi_2017,,0,N211N05 ,,,,med_interne ,QRU
DP2_Q15,,,1,CCB_2016,,0,N368N00 ,,,,pneumo ,QRM
DP16_Q1,,,1,ECNi_2022,,0,N213N07 ,hemogramme_normal ,,,pedia ,QRU
DP6_Q11,,GDS,1,CCB_2016,,0,N203N07 ,interpretation_gds ; semiologie_dra ,,,anesth_rea ,QRM
DP7_Q9,,,1,ECNi_2021,,0,N201N05 ,don_donneur_vivant ,,,nephro ,QRM
DP3_Q11,,,1,CCB_2017,,0,N279N09 ,prevention_asplenie ,,,hge ,QRM
DP2_Q13,,SEM,1,ECNi_2022,,0,N294N14 ,gnrp ,,,onco ,QRU
QI_Q100,,,1,ECNi_2017,,0,N072N01 ,diag_trouble_symptomatologie_somatique_tss ; diag_tspt ,,,psy ,QRM
QI_Q89,,ICO,1,CCB_2017,,0,N113N01 ,,group_125,,dermato ,QRM
QI_Q23,,,1,ECNi_2017,,0,N086N04 ,,,,cmf ,QRM
DP17_Q3,,SEM,1,ECNi_2019,,0,N233N04 ,semio_valvulopathies ; semio_insuffisance_mitrale ,group_293,,cardiovasc ,QRM
DP17_Q10,,,1,ECNi_2016,,0,N261N12 ,,,,nephro ,QRM
DP16_Q13,,,1,CCB_2017,,0,N202N07 ,,,,rhumato ,QRM
DP5_Q2,,SEM,1,ECNi_2018,,0,N363N14 ,pouteau_colles ,,,ortho ,QRM
DP5_Q3,,PHY,1,CCB_2016,,0,N106N03 ,semiologie_syndrome_parkinsonien ,,,neuro ,QRM
DP11_Q4,,,1,CCB_2016,,0,N128N11 ,,,,geria ,QRM
DP3_Q14,,TTT,1,ECNi_2018,,0,N322N05 ,utilisation_bisphosphonates ,,,geria ,QRM
DP11_Q1,,SEM,1,ECNi_2019,,0,N038N05 ,,,,uro ,QRM
QI_Q85,,ICO,1,CCB_2017,,0,N111N06 ,,group_63,,dermato ,QRM
DP7_Q2,,SEM,1,ECNi_2022,,0,N357N03 ,defense_contracture ,,,chir_dig ,QRM
QI_Q115,,,1,ECNi_2018,,0,N293N01 ,consentement_ecrit ,,,anapath ,QRM
DP12_Q5,,,1,ECNi_2017,,0,N151N07 ,,,,neuro ,QRM
QI_Q34,,,1,ECNi_2022,2,0,N038N06 ,spermogramme ,,,gyneco ,QRP
DP8_Q1,,,1,ECNi_2017,,0,N329N04 ,,,,chir_dig ,QRM
QI_Q34,,SEM,1,ECNi_2020,,0,N083N01 ,,group_349,,ophtalmo ,QRM
QI_Q114,,TTT,1,ECNi_2020,,0,N330N08 ,,,,geria ,QRM
DP13_Q8,,,1,CCB_2016,,0,N151N15 ,,group_37,,infectio ,QRM
QI_Q91,,,1,ECNi_2022,,0,N182N04 ,invalidite ; visite_reprise ; rqth ; visite_prereprise ,group_593,,med_travail ,QRM
DP3_Q2,,SEM,1,CCB_2016,,0,N342N06 ,syndrome_htic ; syncope_epilepsie ; semiologie_narcolepsie ,,,cardiovasc ,QRM
DP7_Q6,,,1,ECNi_2021,,0,N264N22 ,,,,nephro ,QRM
QI_Q112,,,1,CCB_2016,,0,N098N05 ,enmg_neuropathies ,,,neuro ,QRM
DP11_Q3,,,1,CCB_2016,,0,N131N11 ,bilan_chute ,group_29,,geria ,QRM
DP15_Global,NEU ; MCA ; MPR ,,,ECNi_2018,,0,,,,,neuro ,
DP1_Q8,,SEM,1,CCB_2016,,0,N278N03 ,,,,pedia ,QRM
DP14_Q6,,IMG,1,ECNi_2021,,0,N334N39 ,,,,anesth_rea ,QRM
DP12_Q1,,,1,ECNi_2020,,0,N012N10 ,,,,med_legale ,QRM
DP4_Q2,,,1,ECNi_2017,,0,N345N07 ,bilan_malaise_nourrisson ,,,pedia ,QRM
DP13_Q2,,,1,ECNi_2021,,0,N175N05 ,,group_383,,infectio ,QRM
QI_Q71,,ICO,1,CCB_2016,,0,N162N14 ,,,,dermato ,QRM
DP7_Q8,,ANA,1,ECNi_2022,,0,,,,,chir_dig ,QRM
QI_Q118,,,1,ECNi_2018,,0,N130N11 ,criteres_fragilite_fried ,,,geria ,QRM
DP17_Global,MCA ,,,ECNi_2019,,0,,,,,cardiovasc ,
QI_Q13,,TTT,1,ECNi_2021,,0,N322N11 ,anticoagulants_gestes_invasifs ; gestion_ttt_perioperatoire ,,,therapeutique ,QRM
DP16_Q3,,SEM,1,ECNi_2021,,0,N176N03 ,,,,sante_pub ,QRU
QI_Q90,,,1,ECNi_2016,,0,N083N08 ,,,,ophtalmo ,QRM
QI_Q88,,,1,ECNi_2018,,0,N212N06 ,,group_370,,hemato ,QRM
QI_Q26,,,1,ECNi_2021,,0,N095N15 ,innervation_mb_sup ; semiologie_compressions_posturales ,group_433,,mpr ,QRM
DP18_Q3,,TTT,1,ECNi_2022,,0,N337N11 ,ttt_surdosage_opioides ,group_375,,anesth_rea ,QRM
DP5_Q14,,,1,ECNi_2020,,0,N329N10 ,,group_469,,hemato ,QRM
DP14_Q14,,,1,CCB_2017,,0,N316N06 ,,,,hemato ,QRM
QI_Q45,,,1,CCB_2016,,0,N069N05 ,psychique_postpartum ,,,psy ,QRM
DP8_Q9,,ICO,1,ECNi_2022,,0,N110N19 ,,,,pneumo ,QRM
DP14_Q11,,,1,CCB_2016,,0,N194N11 ,biologie_lupus ,group_42,,med_interne ,QRM
DP12_Q4,,ICO,1,ECNi_2020,,0,N013N05 ,lesions_coups_blessures ,,,med_legale ,QRM
DP12_Q10,,,1,CCB_2016,,0,N015N03 ,protections_juridiques ,,,psy ,QRM
QI_Q2,,,1,ECNi_2020,,0,N133N03 ,adl ; iadl ; apa ; evaluation_geriatrique_standardisee ; criteres_fragilite_fried ,,,geria ,QRM
QI_Q33,,,1,ECNi_2016,,0,N251N01 ,,,,endoc ,QRM
DP15_Q13,,,1,ECNi_2019,,0,N330N08 ,pec_surdosage_avk ,group_14,,hemato ,QRM
DP1_Q2,,SEM,1,ECNi_2016,,0,N238N02 ,souffle_benin ; communication_interatriale ,,,cardiovasc ,QRM
DP12_Q9,,,1,CCB_2016,,0,N064N14 ,,,,psy ,QRM
DP16_Q4,,SEM,1,ECNi_2018,,0,N162N23 ,,group_684,,dermato ,QRM
QI_Q92,,SEM,1,ECNi_2019,,0,N054N05 ,,group_448,,pedia ,QRM
DP9_Q10,,,1,ECNi_2022,,0,N219N16 ,hémochromatose ,,,med_interne ,QRM
DP5_Q10,,,1,ECNi_2021,,0,N279N06 ,,group_339,,hge ,QRU
QI_Q45,,,1,ECNi_2018,,0,N147N04 ,,,,pedia ,QRM
QI_Q119,,TTT,1,ECNi_2018,,0,N330N08 ,hemorragie_grave_has ; pec_surdosage_avk ,group_14,,geria ,QRM
QI_Q31,,IMG,1,ECNi_2020,,0,N363N04 ,,,,ortho ,QRM
QI_Q6,,,1,CCB_2017,,0,N030N04 ,,,,gyneco ,QRM
DP1_Q14,,IMG,1,ECNi_2022,,0,N277N12 ,,group_116,,hge ,QRM
QI_Q115,,SEM,1,CCB_2016,,0,N335N10 ,,group_75,,cmf ,QRM
DP16_Q7,,PHY,1,ECNi_2016,,0,N247N11 ,,group_280,,ophtalmo ,QRM
DP4_Q14,,,1,CCB_2016,,0,N253N12 ,,,,endoc ,QRM
DP5_Q9,,,1,ECNi_2019,,0,N001N12 ,entretien_motivationnel ,group_377,,psy ,QRM
DP10_Q1,,SEM,1,ECNi_2019,,0,,,,,med_interne ,QRM
DP10_Q2,,,1,ECNi_2021,,0,N105N10 ,bilan_malaise_suspect ,group_533,,neuro ,QRU
DP12_Q7,,,1,ECNi_2018,,0,N261N05 ,pbr ,,,med_interne ,QRM
DP16_Q5,,,1,CCB_2016,,0,N309N11 ,,,,med_travail ,QRM
QI_Q106,,SEM,1,ECNi_2018,,0,N070N05 ,,,,psy ,QRM
DP1_Q9,,SEM,1,ECNi_2019,,0,N175N09 ,,group_387,,infectio ,QRU
DP11_Q14,,TTT,1,ECNi_2017,,0,N156N12 ,,,,infectio ,QRM
QI_Q9,,IMG,1,ECNi_2021,,0,N210N04 ,,,,pneumo ,QRM
DP7_Q6,,,1,ECNi_2017,,0,N355N14 ,ulcere_realimentation ,group_253,,hge ,QRM
DP17_Q4,,,1,ECNi_2018,,0,N272N17 ,histologie_estomac ; sydney_estomac_anapath ,,,hge ,QRM
DP18_Q14,,,1,CCB_2016,,0,N159N17 ,vaccin_bcg ,,,infectio ,QRM
QI_Q8,,TTT,1,ECNi_2022,,0,N087N07 ,,group_440,,orl ,QRM
DP1_Q15,,TTT,1,ECNi_2017,,0,N368N00 ,,,,neurochir ,QRM
DP10_Q13,,,1,ECNi_2020,,0,N013N17 ,,,,endoc ,QRM
DP7_Q8,,,1,ECNi_2018,,0,N042N08 ,,,,endoc ,QRM
DP17_Q5,,TTT,1,CCB_2016,,0,N368N00 ,,,,hemato ,QRM
DP10_Q4,,,1,ECNi_2022,,0,N122N05 ,,,,mpr ,QRM
QI_Q99,,,1,ECNi_2016,,0,N027N02 ,suivi_grossesse ,,,infectio ,QRM
QI_Q17,,SEM,1,ECNi_2019,,0,N226N04 ,score_wells_tvp ,group_207,,cardiovasc ,QRM
DP7_Q12,,,1,CCB_2016,,0,N294N07 ,ei_radiotherapie_cervicale ,,,orl ,QRM
DP18_Q6,,TTT,1,ECNi_2018,,0,N351N11 ,,,,psy ,QRM
DP16_Q11,,,1,ECNi_2017,,0,N294N10 ,,group_107,,hemato ,QRM
DP1_Q11,,TTT,1,ECNi_2021,,0,N240N07 ,,,,gyneco ,QRM
QI_Q15,,SEM,1,ECNi_2019,,0,N310N05 ,,,,uro ,QRM
QI_Q83,,,1,CCB_2016,,0,N013N01 ,regles_certificat ; certificat_coups_blessures ; itt_penal ,group_64,,med_legale ,QRM
DP13_Q8,,,1,ECNi_2022,2,0,N210N07 ,interpretation_lba ,,,pneumo ,QRP
DP18_Q12,,SEM,1,ECNi_2018,,0,N063N11 ,,,,psy ,QRM
DP4_Q9,,,1,ECNi_2018,,0,N159N16 ,precautions_air ; prevention_tuberculose ,group_53,,pneumo ,QRM
DP14_Q10,,,1,ECNi_2017,,0,N228N14 ,ttt_ulcere ,,,dermato ,QRM
DP16_Q7,,,1,CCB_2016,,0,N295N02 ,,,,med_travail ,QRM
QI_Q64,,SEM,1,ECNi_2016,,0,N127N01 ,,,,uro ,QRM
DP3_Q12,,TTT,1,ECNi_2021,,0,N368N00 ,,,,pneumo ,QRU
DP2_Q3,,,1,ECNi_2022,,0,N316N04 ,segmentation_pnn ,,,hemato ,QRM
DP8_Q2,,SEM,1,ECNi_2019,,0,N354N07 ,,,,chir_dig ,QRU
DP10_Q3,,,3,ECNi_2020,,0,N253N11 ,conseil_hygienodietetique_obesite ,group_725,,endoc ,QRM
DP17_Q13,,TTT,1,ECNi_2017,,0,N338N08 ,,,,med_interne ,QRM
QI_Q86,,,1,ECNi_2018,,0,N323N14 ,,,,sante_pub ,QRM
QI_Q17,,TTT,1,ECNi_2018,,0,N330N08 ,surveillance_heparines ; indication_transfusion_plaquette ,,,hemato ,QRM
QI_Q76,,,1,ECNi_2017,,0,N083N01 ,,,,ophtalmo ,QRM
DP16_Q12,,TTT,1,CCB_2017,,0,N202N06 ,,,,rhumato ,QRM
DP6_Q13,,,1,ECNi_2018,,0,N045N13 ,consentement_ecrit ,,,pedia ,QRM
DP18_Q6,,SEM,1,ECNi_2016,,0,N226N04 ,score_wells_tvp ,group_207,,cardiovasc ,QRM
DP15_Q4,,,1,ECNi_2016,,0,N316N04 ,,,,med_interne ,QRM
QI_Q56,,,1,ECNi_2019,,0,N313N05 ,,,,uro ,QRM
QI_Q86,,,1,ECNi_2021,,0,N162N11 ,,group_562,,gyneco ,QRM
QI_Q72,,,1,ECNi_2021,,0,N146N05 ,,,,infectio ,QRM
QI_Q16,,,1,ECNi_2017,,0,N016N04 ,,group_233,,sante_pub ,QRM
DP15_Q7,,TTT,1,ECNi_2019,,0,N368N00 ,,,,hemato ,QRM
QI_Q92,,,1,CCB_2016,,0,N177N09 ,,,,infectio ,QRM
DP17_Q12,,SEM,1,ECNi_2020,,0,N203N11 ,semiologie_dra ,group_99,,pneumo ,QRM
DP6_Q9,,SEM,1,ECNi_2020,,0,N109N04 ,cycle_marche ; troubles_marche ,,,mpr ,QRM
QI_Q104,,SEM,1,CCB_2016,,0,N107N02 ,syndrome_cerebelleux ; ataxie_cerebelleuse ,group_70,,neuro ,QRM
DP1_Q13,,PHY,1,CCB_2017,,0,N368N00 ,,,,pneumo ,QRM
DP8_Q3,,,1,ECNi_2018,,0,N288N09 ,,,,chir_dig ,QRM
QI_Q10,,,1,ECNi_2017,,0,N318N05 ,hemogramme_normal ,,,hemato ,QRM
DP8_Q6,,TTT,1,ECNi_2016,,0,N187N12 ,ttt_dermatite_atopique ,,,dermato ,QRM
QI_Q109,,,1,CCB_2017,,0,N317N04 ,,,,hemato ,QRM
QI_Q43,,,1,ECNi_2016,,0,N268N08 ,hypercalcemie_myelome ,,,rhumato ,QRM
DP2_Q9,,PHY,1,ECNi_2022,,0,N191N04 ,,,,med_interne ,QRM
DP10_Q8,,,1,ECNi_2019,,0,N213N07 ,,,,med_interne ,QRU
DP13_Q10,,,1,ECNi_2017,,0,N295N02 ,rcp ,,,onco ,QRM
DP17_Q11,,,1,ECNi_2016,,0,N261N12 ,litigieux ,,,nephro ,QRM
DP14_Q11,,,1,CCB_2017,,0,N212N06 ,hemogramme_normal ,,,hemato ,QRM
QI_Q83,,,1,ECNi_2017,,0,N321N02 ,,,,therapeutique ,QRM
DP13_Q15,,TTT,1,ECNi_2019,,0,N177N14 ,ei_antibio ,,,infectio ,QRM
DP8_Q6,,,1,ECNi_2019,,0,N354N10 ,,,,chir_dig ,QRM
QI_Q16,,,1,CCB_2016,,0,N129N05 ,,,,rhumato ,QRM
QI_Q60,,SEM,1,ECNi_2020,,0,N095N15 ,semiologie_compressions_posturales ; innervation_jambe_pied ,group_447,,neuro ,QRM
DP5_Q13,,EPI,1,ECNi_2016,,0,N368N00 ,,,,pedia ,QRM
QI_Q103,,,1,ECNi_2017,,0,N150N09 ,,,,orl ,QRM
DP1_Q1,,SEM,1,ECNi_2021,,0,N343N07 ,semiologie_encephalite_herpetique ; semiologie_syndrome_meninge ; coma_ethylique ,,,gyneco ,QRM
DP12_Q6,,,1,CCB_2016,,0,N064N10 ,depression_bipolaire ,group_700,,psy ,QRM
QI_Q36,,SEM,1,ECNi_2021,,0,N335N02 ,,group_230,,ophtalmo ,QRM
DP10_Q1,,SEM,1,ECNi_2022,,0,N101N02 ,,group_319,,neuro ,QRU
DP9_Q2,,PHY,1,ECNi_2016,,0,N150N03 ,,,,orl ,QRM
DP4_Q2,,SEM,1,ECNi_2019,,0,N112N02 ,,,,dermato ,QRU
DP11_Q10,,TTT,1,ECNi_2016,,0,N128N08 ,utilisation_bisphosphonates ,,,rhumato ,QRM
DP18_Q8,,,1,ECNi_2020,,0,N094N06 ,,,,rhumato ,QRM
QI_Q100,,SEM,1,CCB_2016,,0,N334N45 ,syndromes_cliniques_medullaires ; syndrome_syringomyelique ; semio_traumatisme_medullaire ,group_67,,neurochir ,QRM
DP5_Q12,,,1,CCB_2017,,0,N027N13 ,,,,infectio ,QRM
DP17_Q11,,TTT,1,CCB_2017,,0,N083N12 ,,,,ophtalmo ,QRM
DP17_Q2,,,1,CCB_2016,,0,N100N08 ,,,,hemato ,QRM
DP1_Global,NEU ; NCU ; MPR ; MIR ,,,ECNi_2017,,0,,,,,neurochir ,
DP7_Q12,,SEM,1,ECNi_2022,,0,N289N05 ,semio_hernie_abdo ,group_407,,chir_dig ,QRM
DP16_Q6,,,1,CCB_2017,,0,N196N05 ,,,,rhumato ,QRM
QI_Q14,,EFR,1,CCB_2017,,0,N203N07 ,,,,pneumo ,QRM
DP11_Q5,,SEM,1,ECNi_2017,,0,N156N09 ,,,,infectio ,QRM
QI_Q69,,,1,ECNi_2017,,0,N185N06 ,hypergamma_polyclonale ,group_201,,rhumato ,QRM
DP11_Q1,,ICO,1,ECNi_2020,,0,N113N02 ,semiologie_angiome_plan ; semiologie_angiome_veineux ; evolution_hemangiome_infantile ,group_479,,dermato ,QRU
QI_Q56,,TTT,1,ECNi_2022,,0,N164N09 ,eviction_collectivites ,,,pedia ,QRM
DP16_Q3,,SEM,1,ECNi_2018,,0,N162N25 ,,,,dermato ,QRM
DP2_Q11,,EFR,1,ECNi_2016,,0,N209N03 ,interpretation_efr ,,,pneumo ,QRM
DP2_Q1,,SEM,1,ECNi_2017,,0,N339N05 ,semio_angor_stable ,,,cardiovasc ,QRM
DP10_Q13,,EPI,1,ECNi_2016,,0,N353N02 ,,,,psy ,QRM
DP12_Q1,,SEM,1,CCB_2016,,0,N064N08 ,,,,psy ,QRM
DP18_Q13,,SEM,1,ECNi_2022,,0,N063N11 ,diag_schizophrenie ,,,psy ,QRM
DP16_Q14,,,1,ECNi_2021,,0,N179N11 ,,,,sante_pub ,QRM
DP16_Q9,,EPI,1,CCB_2016,,0,N309N03 ,,,,med_travail ,QRM
DP3_Q8,,TTT,1,ECNi_2017,,0,N158N01 ,qsofa ,,,infectio ,QRM
QI_Q55,,,1,ECNi_2021,,0,N132N09 ,,,,geria ,QRM
QI_Q86,,,1,CCB_2016,,0,N206N04 ,,,,pneumo ,QRM
DP9_Q11,,TTT,1,ECNi_2022,,0,N219N19 ,dmo_scores ,group_84,,med_interne ,QRM
DP6_Q10,,SEM,1,ECNi_2016,,0,N104N12 ,troubles_urinaires_centraux ,,,neuro ,QRM
QI_Q81,,PHY,1,ECNi_2021,,0,N268N03 ,,,,endoc ,QRM
DP10_Q2,,,1,ECNi_2017,,0,N265N11 ,,group_262,,uro ,QRM
DP18_Q4,,SEM,1,ECNi_2022,,0,N078N11 ,critere_dependance ,,,psy ,QRM
DP9_Global,MIT ; HEM ,,,ECNi_2021,,0,,,,,hemato ; infectio ,
DP8_Global,ONC ; HGE ; CVD ,,,ECNi_2018,,0,,,,ttt_hemorroides ; pec_ccr_non_meta ; ald_ccr ,chir_dig ,
DP12_Q3,,,1,ECNi_2017,,0,N151N07 ,lcs_infections_meningees ,,,neuro ,QRM
DP9_Q5,,,1,ECNi_2019,,0,N359N09 ,interpretation_gds ,,,pedia ,QRU
DP18_Q12,,,1,ECNi_2021,,0,N295N02 ,,,,onco ,QRM
DP2_Q2,,,1,ECNi_2017,,0,N339N07 ,bilan_angor_stable ,group_237,,cardiovasc ,QRM
DP1_Q15,,TTT,1,ECNi_2020,,0,N232N14 ,,,,cardiovasc ,QRU
DP8_Q13,,,1,ECNi_2018,,0,N182N04 ,visite_reprise ; temps_partiel_therapeutique ; visite_prereprise ,group_318,,chir_dig ,QRM
QI_Q46,,SEM,1,ECNi_2020,,0,N093N11 ,,,,mpr ,QRM
DP6_Q5,,SEM,1,ECNi_2019,,0,N105N03 ,,,,neuro ,QRM
DP3_Q10,,IMG,1,ECNi_2017,,0,N359N13 ,interpretation_gds ; sdra ,,,infectio ,QRM
QI_Q87,,,1,ECNi_2022,,0,N045N01 ,,group_711,,genetique ,QRM
DP3_Q8,,,1,ECNi_2019,,0,N368N00 ,,,,ortho ,QRM
DP15_Q12,,SEM,1,ECNi_2017,,0,N066N06 ,semiologie_troubles_humeur ,group_56,,psy ,QRM
DP3_Q5,,IMG,1,ECNi_2019,,0,N361N09 ,,group_670,,ortho ,QRM
DP2_Q9,,SEM,1,ECNi_2019,,0,N188N06 ,asthme_professionnel ,group_396,,pneumo ,QRM
QI_Q36,,,1,ECNi_2019,,0,N212N06 ,hemogramme_normal ,,,hemato ,QRM
DP4_Q6,,,1,ECNi_2022,,0,N224N01 ,diagnostic_hta ,group_523,,cardiovasc ,QRM
DP15_Q5,,,1,ECNi_2022,,0,N104N14 ,criteres_mcdonald ,group_183,,neuro ,QRM
DP9_Q1,,SEM,1,ECNi_2021,,0,N154N06 ,critere_hospit_pac ; qsofa ,group_329,,infectio ,QRM
QI_Q31,,TTT,1,ECNi_2017,,0,N247N20 ,insuline ,group_282,,endoc ,QRM
QI_Q88,,,1,ECNi_2022,,0,N264N02 ,regime_insuffisance_renale_chronique ; consequences_irc ,,,nephro ,QRU
DP13_Q6,,,1,ECNi_2020,,0,N281N06 ,,,,hge ,QRM
DP1_Q15,,TTT,1,ECNi_2019,,0,N170N09 ,suivi_palu ,group_391,,infectio ,QRM
DP6_Q15,,,1,ECNi_2020,,0,N133N07 ,apa ; aides_secu ,,,mpr ,QRM
DP16_Q13,,,1,ECNi_2019,,0,N133N04 ,criteres_fragilite_fried ; adl ; iadl ; evaluation_geriatrique_standardisee ; evaluation_denutrition_sujet_age ,,,geria ,QRM
QI_Q79,,TTT,1,ECNi_2017,,0,N153N03 ,anticoagulation_valves ; anticoagulants_gestes_invasifs ,,,cardiovasc ,QRM
DP10_Q5,,SEM,1,ECNi_2016,,0,N071N05 ,clinique_anorexie_mentale ,,,psy ,QRM
DP3_Q11,,EFR,1,ECNi_2021,,0,N211N13 ,interpretation_efr ,,,pneumo ,QRM
DP1_Q10,,SEM,1,ECNi_2019,,0,N170N02 ,,,,infectio ,QRM
DP10_Q1,,,1,CCB_2016,,0,N027N28 ,prevention_alloimmunisation ; risque_alloimmunisation ,,,gyneco ,QRM
DP12_Q10,,,1,ECNi_2022,,0,N122N04 ,professionnels_sante ,group_472,,mpr ,QRM
DP6_Q1,,SEM,1,ECNi_2020,,0,N334N35 ,fractures_sacrum ; attitude_vicieuse ; bilan_chute ,group_471,,mpr ,QRM
DP5_Q9,,TTT,1,CCB_2016,,0,N106N08 ,,,,neuro ,QRM
DP4_Q2,,SEM,1,CCB_2017,,0,N086N04 ,claude_bernard_horner ,,,neuro ,QRM
DP6_Q11,,SEM,1,ECNi_2016,,0,N247N13 ,semiologie_polyneuropathie_axonale ,group_186,,neuro ,QRM
DP4_Q13,,,1,ECNi_2016,,0,N300N05 ,,,,gyneco ,QRM
DP15_Q3,,TTT,1,ECNi_2017,,0,N351N11 ,,group_273,,psy ,QRM
