lesson,Annales,CCB asclepia,Created time,Dernière MAJ,Expiration,ID,Illustrations,Interface,Items,LiSA,QI Frites,Questions codées,Questions partageant même connaissances,Rang,Relecteur,Rédacteur,Similaires,Status,Transféré,Vignette RS,books,is_free,knowledges,sources,title
exploration_hemopathies,UC1-DP54_Q3 (https://www.notion.so/UC1-DP54_Q3-2a59ed05ab6b80efb6ead6d31aea5da9?pvs=21),"UC1-DP46_Q1 (https://www.notion.so/UC1-DP46_Q1-1af9ed05ab6b801285bfdbd037eb7f18?pvs=21), UC1-DP46_Q2 (https://www.notion.so/UC1-DP46_Q2-1af9ed05ab6b8052a236dfb868613f5b?pvs=21)","August 14, 2025 12:51 PM",,,1231,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1231/change/,"N315,N319,N316,N317,N320,N320","https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_l%27int%C3%A9r%C3%AAt_diagnostique_du_my%C3%A9logramme_OIC-315-07-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_strat%C3%A9gie_d%27exploration_en_imagerie_initiale_du_lymphome_OIC-319-05-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_anomalies_du_my%C3%A9logramme_OIC-316-04-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_anomalies_biologiques_observ%C3%A9es_au_moment_du_diagnostic_de_LMC,_de_PV_et_TE_OIC-317-04-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_d%C3%A9finition_du_my%C3%A9lome_OIC-320-01-A,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_d%C3%A9finition_de_la_maladie_de_Waldenstr%C3%B6m_OIC-320-04-B","QI_Q3296 (https://www.notion.so/QI_Q3296-25a9ed05ab6b80109af7caa2ef2ac444?pvs=21), QI_Q3701 (https://www.notion.so/QI_Q3701-25a9ed05ab6b804593e5f513db2e1f03?pvs=21), QI_Q3671 (https://www.notion.so/QI_Q3671-25a9ed05ab6b8060a333e1e60fae2bca?pvs=21), QI_Q3289 (https://www.notion.so/QI_Q3289-25a9ed05ab6b80958e4ddb008d11ce61?pvs=21), QI_Q3675 (https://www.notion.so/QI_Q3675-25a9ed05ab6b80c29e7ac51a72833960?pvs=21), QI_Q5137 (https://www.notion.so/QI_Q5137-2b59ed05ab6b80a2b24dcf9be00e1af5?pvs=21), QI_Q5138 (https://www.notion.so/QI_Q5138-2b59ed05ab6b80f7801ac4569faa2c72?pvs=21)",UC1-DP54_Q3,"https://www.notion.so/93599fcd01914843805b70f895e8df47, https://www.notion.so/985286d235b349b095c127eac2ef0ed4, https://www.notion.so/b04101d9cc4547ecb64e69aaf95f008b,https://www.notion.so/02966bd4119643f0b6d76e71fe257a36, https://www.notion.so/082c0cc3f050463ea59d15bfb588e69b, https://www.notion.so/3fc552a0776f41acaf7644895da8f3bb, https://www.notion.so/b03ba696213a4e8ab50a0408208ef1df, https://www.notion.so/f17ae04d0ae548c3913f79a4d7d838b0,https://www.notion.so/091d37e955e14a709452e874427cedf8, https://www.notion.so/1239ed05ab6b80ea9c51dcacd67ca6e8, https://www.notion.so/c3d4b2ceeb634a1fa0fd7b1dd7af0ef8, https://www.notion.so/c49b4d9b2d90499f8a84b6d5f0b2b837, https://www.notion.so/e093a27e3448439f8d35a6a2f0883e2a,https://www.notion.so/1f6d58ee19194932a89d3f1131f23359, https://www.notion.so/3e7d135aa60a471ea15d9de2722672a0, https://www.notion.so/493a8d2a34f64c859f1ea81e5ec0858a, https://www.notion.so/a42b21effdd142138bcf67ecd6b589e7, https://www.notion.so/c5b20ba9b4e54e73b5ed996b1688f366","B,B,B,B,A,B","Denis, Raphaël Lee",Dana Smaily,https://www.notion.so/1ce9ed05ab6b80e6b5b6c65469c5b52a,Publiée,Non réalisé,Pas de vignette,HEM (https://www.notion.so/HEM-58376ef0b4724a19aa26b12d52d62aa8?pvs=21),,"N315N07 (https://www.notion.so/N315N07-76efebec6f3242b3819aceeee86dbc46?pvs=21), N319N05 (https://www.notion.so/N319N05-527bd666cb334a3baacc89f64b25cfb5?pvs=21), N316N04 (https://www.notion.so/N316N04-3400c89cc39940099e4f18cf3c9c3bc0?pvs=21), N317N04 (https://www.notion.so/N317N04-95cbeb6e61204da1805998e2860932fc?pvs=21), N320N01 (https://www.notion.so/N320N01-6f0bd232bd2f4c7881e048b82e04afb2?pvs=21), N320N04 (https://www.notion.so/N320N04-46de98558af3487e8973989f68a189e8?pvs=21)",,Explorations complémentaires des hémopathies
imagerie_hsd,"DP14_Q2 (https://www.notion.so/DP14_Q2-fa53254eeea04bbc897fbdf316dd3243?pvs=21), UC3-QI_Q1 (https://www.notion.so/UC3-QI_Q1-2a59ed05ab6b805a9f76e6227c9505fd?pvs=21)","UC2-DP1_Q3 (https://www.notion.so/UC2-DP1_Q3-1af9ed05ab6b803890b2db7302619568?pvs=21), UC2-QI_Q30 (https://www.notion.so/UC2-QI_Q30-8f87b5457151420581fa47dc27358b6a?pvs=21)","August 15, 2025 4:14 PM",,,1244,,https://interface.asclepia.io/admin/datas/lesson/1244/change/,N108,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_s%C3%A9miologie_en_imagerie_de_l%27h%C3%A9matome_sous-dural_(HSD)_chronique_OIC-108-14-B,,"DP14_Q2,UC3-QI_Q1",,B,Victor K,Denis,"https://www.notion.so/1ce9ed05ab6b805ab8afc090b2325c4c,https://www.notion.so/1ce9ed05ab6b801abb06d7f910aa06a6, https://www.notion.so/1ce9ed05ab6b80d3b8bafb3c0d23ad36",Publiée,Terminé,Pas de vignette,"NCU (https://www.notion.so/NCU-baee7cf9b8fa4d178af38501407e4f63?pvs=21), NEU (https://www.notion.so/NEU-9bcfc12415c6451d93ac2feabe6c356e?pvs=21), GER (https://www.notion.so/GER-7af7f32a3690433d871e3526db25fce7?pvs=21)",,N108N14 (https://www.notion.so/N108N14-7172802ba6d04140b3ad915c7b6fee4c?pvs=21),,Imagerie de l’hématome sous-dural chronique
etiologie_amenorrhee_secondaire,,,"August 15, 2025 9:02 PM",,,1243,,https://interface.asclepia.io/admin/datas/lesson/1243/change/,"N42,N42,N42,N42","
https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_deux_principales_causes_d%27am%C3%A9norrh%C3%A9e_secondaire_d%27origine_ut%C3%A9rine_OIC-042-05-B
,
https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principales_causes_d%27insuffisance_ovarienne_OIC-042-06-B
,https://livret.uness.fr/lisa/2026/Connaître_les_principales_causes_d%27insuffisance_gonadotrope_OIC-042-07-B,
https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principales_causes_d%27am%C3%A9norrh%C3%A9e_avec_hyperandrog%C3%A9nie_OIC-042-08-B
",,,"https://www.notion.so/994668cad0f94e6d9a3a4b9ae81ba416,https://www.notion.so/4603a16e292f451a976543ef3a076f70, https://www.notion.so/5570b09cffda4331b5639711cc4f6fed, https://www.notion.so/9fc3dc49723f4308b2513c9b4dcb3262, https://www.notion.so/c28e0385f39c4f008c813f1524eb8e87","B,B,B,B",Denis,manolo,,Publiée,Non réalisé,Pas de vignette,"GYO (https://www.notion.so/GYO-6481918bf3ba4cb298b95d37eb7b4161?pvs=21), EDN (https://www.notion.so/EDN-2e8c96d3b2ca476f90ac832e2154596e?pvs=21)",,"N042N05 (https://www.notion.so/N042N05-dd33d44fd24d4e1fa60b0efbb066700f?pvs=21), N042N06 (https://www.notion.so/N042N06-450a309d585b40b3bd75f8999a2d8467?pvs=21), N042N07 (https://www.notion.so/N042N07-609c28df7b3c47ce838ce3588856d652?pvs=21), N042N08 (https://www.notion.so/N042N08-e6923176fa0c4f279dbd31e88f005d48?pvs=21)",insuffisance_ovarienne_precoce (https://www.notion.so/insuffisance_ovarienne_precoce-2509ed05ab6b80d59e19e55cb216e84b?pvs=21),Étiologies d’une aménorrhée secondaire
imagerie_diverticulite,"QI_Q109 (https://www.notion.so/QI_Q109-3657583a03ec4015b031def68ab93c0e?pvs=21), QI_Q60 (https://www.notion.so/QI_Q60-1e857bd64bef42b2a3d5ab7eda8bf413?pvs=21), UC3-QI_Q2 (https://www.notion.so/UC3-QI_Q2-1239ed05ab6b80278e5cde9415070220?pvs=21)",UC3-DP47_Q2 (https://www.notion.so/UC3-DP47_Q2-1af9ed05ab6b80ce8008f09988b49890?pvs=21),"August 15, 2025 11:08 PM",,,1242,,https://interface.asclepia.io/admin/datas/lesson/1242/change/,"N287,N287","https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_l%27indication_des_examens_d%27imagerie_dans_la_maladie_diverticulaire_et_ses_complications_OIC-287-08-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_s%C3%A9miologie_radiologique_de_la_diverticulose_et_de_ses_complications_OIC-287-09-B",,"QI_Q109,QI_Q60,UC3-QI_Q2","https://www.notion.so/3657583a03ec4015b031def68ab93c0e,https://www.notion.so/1239ed05ab6b80278e5cde9415070220, https://www.notion.so/1e857bd64bef42b2a3d5ab7eda8bf413","B,B",Dana Smaily,Denis,"https://www.notion.so/22f9ed05ab6b80dab88de77ca813e20f,https://www.notion.so/22f9ed05ab6b80a8afdbe116d88ac5ad",Publiée,Non réalisé,Pas de vignette,"CVD (https://www.notion.so/CVD-c21f3ce5df994a788b75c28a6dda07a6?pvs=21), HGE (https://www.notion.so/HGE-1919b6f7cd214ce182d463189ac67f00?pvs=21)",,"N287N08 (https://www.notion.so/N287N08-78ff29d4a29442bbb5594e0cc2e4a465?pvs=21), N287N09 (https://www.notion.so/N287N09-c9ba23d54343468dbbf5ab0bcb982bd3?pvs=21)",,Imagerie de la diverticulite aiguë
lesions_elementaires_acne,,UC1-QI_Q9 (https://www.notion.so/UC1-QI_Q9-1af9ed05ab6b8004a054d7d12a3ee287?pvs=21),"August 16, 2025 9:05 AM",,,1241,,https://interface.asclepia.io/admin/datas/lesson/1241/change/,N111,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_%C3%A9l%C3%A9ments_cliniques_permettant_de_diagnostiquer_une_acn%C3%A9_OIC-111-03-A,"QI_Q865 (https://www.notion.so/QI_Q865-08883e6e49404b889b9cdfb7be6ad09f?pvs=21), QI_Q3550 (https://www.notion.so/QI_Q3550-25a9ed05ab6b80abbdcbd5454f838033?pvs=21)",,https://www.notion.so/1192dd0403c2496e8b3438aa3d3e5e36,A,Denis,Dana Smaily,,Publiée,Non réalisé,Pas de vignette,DVE (https://www.notion.so/DVE-f3ed06f2f89d49989289d778675d430b?pvs=21),,N111N03 (https://www.notion.so/N111N03-99968ecd4e594e139d967692933f6d34?pvs=21),,Lésions élémentaires de l’acné
diagnostic_rosacee,,,"August 16, 2025 9:18 AM",,,1240,,https://interface.asclepia.io/admin/datas/lesson/1240/change/,N111,https://livret.uness.fr/lisa/2026/Savoir_diagnostiquer_une_rosac%C3%A9e_OIC-111-11-A,"QI_Q819 (https://www.notion.so/QI_Q819-48707bfa8128429fb34c97558aab6e3a?pvs=21), QI_Q1409 (https://www.notion.so/QI_Q1409-7137e8b3e6b24da49a86c95fa86274e1?pvs=21), QI_Q873 (https://www.notion.so/QI_Q873-e907ce120d4147feac43b4427616cf4a?pvs=21)",,"https://www.notion.so/0c69c23a44fa44778df65388c9c62900, https://www.notion.so/0dbf6ee5ac9e44b1b454eb69937237b0, https://www.notion.so/11953dc0d336448e9a9df0d9ac776c43, https://www.notion.so/1eb3591c2dc94e80a60de27c4dfffe6b, https://www.notion.so/3d2d1b90b76444078ca9c767d848748f, https://www.notion.so/3e4b1f7a40f74a6684caaa27db170541, https://www.notion.so/6330400bbba84292b7891169415fac08, https://www.notion.so/e241fc01574e49328056bc634c19d81e",A,Denis,Dana Smaily,,Publiée,Non réalisé,Pas de vignette,DVE (https://www.notion.so/DVE-f3ed06f2f89d49989289d778675d430b?pvs=21),,N111N11 (https://www.notion.so/N111N11-b432e89deb484891aa7cf1f77a765909?pvs=21),,Diagnostic d’une rosacée
phases_essais_cliniques,,,"August 16, 2025 3:48 PM",,,1239,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1239/change/,N323,"https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_d%C3%A9finition,_les_justifications,_les_indications_et_l%27interpr%C3%A9tation_des_%C3%A9tudes_de_pharmaco-%C3%A9pid%C3%A9miologie_OIC-323-04-B",,,,B,,Paul,,Publiée,Terminé,Pas de vignette,SPU_LCA (https://www.notion.so/SPU_LCA-3eb292e5a5f2481ea47ce5da79a6c9a4?pvs=21),1,N323N04 (https://www.notion.so/N323N04-b18391e2014f4661acaa3565cb4eb077?pvs=21),,Les phases du développement d’un médicament
analyse_sensibilite,UC2-QI_Q2 (https://www.notion.so/UC2-QI_Q2-2a59ed05ab6b80968a31e44e8258d1ff?pvs=21),,"August 16, 2025 5:15 PM",,,1238,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1238/change/,N20,"
https://livret.uness.fr/lisa/2026/M%C3%A9thodes_adapt%C3%A9es_%C3%A0_un_objectif_de_recherche_OIC-020-06-B
",,UC2-QI_Q2,https://www.notion.so/500cd193198f4cdcbfcfe93383942ab6,B,,Paul,https://www.notion.so/1ce9ed05ab6b804bb019d543210f93d1,Publiée,Terminé,Pas de vignette,SPU_LCA (https://www.notion.so/SPU_LCA-3eb292e5a5f2481ea47ce5da79a6c9a4?pvs=21),0,N020N06 (https://www.notion.so/N020N06-f4945cca7c0d46b08c8de7dace4cbdc9?pvs=21),,Analyse de sensibilité
p_value_intervalle_de_confiance,,,"August 16, 2025 5:52 PM",,,1237,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1237/change/,N20,"
https://livret.uness.fr/lisa/2026/Jugement_de_signification_statistique,_degr%C3%A9_de_signification_et_intervalle_de_confiance_OIC-020-29-A
",,,,A,,Paul,,Publiée,Terminé,Pas de vignette,SPU_LCA (https://www.notion.so/SPU_LCA-3eb292e5a5f2481ea47ce5da79a6c9a4?pvs=21),1,N020N29 (https://www.notion.so/N020N29-f6d6e9ec24704b7c95cbd019551ad120?pvs=21),,Interpréter une p-value et un intervalle de confiance
algorithme_arret,"QI_Q97 (https://www.notion.so/QI_Q97-66a149919d574544b9ec68fca5fb50c4?pvs=21), UC1-QI_Q51 (https://www.notion.so/UC1-QI_Q51-d21fbda52d36408d8ade4e1d3086428b?pvs=21), UC1-QI_Q58 (https://www.notion.so/UC1-QI_Q58-e52adc08efc747729152658689672d04?pvs=21)",UC3-QI_Q49 (https://www.notion.so/UC3-QI_Q49-2179ed05ab6b80c6be74d2b70a016382?pvs=21),"August 16, 2025 6:33 PM",,,1236,,https://interface.asclepia.io/admin/datas/lesson/1236/change/,N331,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_l%27algorithme_universel_de_r%C3%A9animation_cardiopulmonaire_de_l%27adulte_OIC-331-07-A,QI_Q4406 (https://www.notion.so/QI_Q4406-25a9ed05ab6b80aaa8bdca3443e6052e?pvs=21),"QI_Q97,UC1-QI_Q51,UC1-QI_Q58","https://www.notion.so/66a149919d574544b9ec68fca5fb50c4, https://www.notion.so/d21fbda52d36408d8ade4e1d3086428b, https://www.notion.so/e52adc08efc747729152658689672d04",A,,Dana Smaily,"https://www.notion.so/1ce9ed05ab6b801fb105fb4bce822f2b,https://www.notion.so/1ce9ed05ab6b801fb105fb4bce822f2b,https://www.notion.so/1ce9ed05ab6b801fb105fb4bce822f2b",Non rédigé,Non réalisé,Pas de vignette,"ARE (https://www.notion.so/ARE-2b701790c9e44d7d8c1f5acb0ec401ed?pvs=21), MIR (https://www.notion.so/MIR-ebaa00d93ea4444b8d820001833c3bc5?pvs=21)",,N331N07 (https://www.notion.so/N331N07-54f1f1e8464244f99eb85b4361c66c24?pvs=21),,Algorithme de prise en charge de l’arrêt cardio-respiratoire
posologies_concours,UC3-QI_Q8 (https://www.notion.so/UC3-QI_Q8-2a59ed05ab6b803cb03de54de1be39bf?pvs=21),UC3-QI_Q49 (https://www.notion.so/UC3-QI_Q49-2179ed05ab6b80c6be74d2b70a016382?pvs=21),"August 16, 2025 6:41 PM",,,1235,,https://interface.asclepia.io/admin/datas/lesson/1235/change/,"N332,N331,N245,N151,N346","https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principes_de_prise_en_charge_du_choc_anaphylactique_OIC-332-13-A,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_traitements_m%C3%A9dicamenteux_de_la_r%C3%A9animation_cardiopulmonaire_OIC-331-11-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principes_d%27adaptation_pharmacologique_de_l%27insuffisance_surr%C3%A9nale_aigu%C3%AB_en_cas_de_stress_OIC-245-21-B,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_prise_en_charge_th%C3%A9rapeutique_d%27un_purpura_fulminans_OIC-151-14-A,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principes_de_prise_en_charge_th%C3%A9rapeutique_de_premi%C3%A8re_intention_d%27une_crise_convulsive_du_nourrisson_et_du_jeune_enfant_OIC-346-05-A","QI_Q3303 (https://www.notion.so/QI_Q3303-25a9ed05ab6b80aeb2fdc7973eec6002?pvs=21), QI_Q1026 (https://www.notion.so/QI_Q1026-3a4b5af3380847ecb81769c352445dde?pvs=21)",UC3-QI_Q8,"https://www.notion.so/754ad118e0cb4aa086da2a4059da2da1,https://www.notion.so/5159b6a9126742f8a9d8cd3a496d6c0c","A,B,B,A,A",Dana Smaily,Denis,,Publiée,Non réalisé,Pas de vignette,"ARE (https://www.notion.so/ARE-2b701790c9e44d7d8c1f5acb0ec401ed?pvs=21), MIR (https://www.notion.so/MIR-ebaa00d93ea4444b8d820001833c3bc5?pvs=21), EDN (https://www.notion.so/EDN-2e8c96d3b2ca476f90ac832e2154596e?pvs=21), PED (https://www.notion.so/PED-271f6f29c76645f1bd54873f871b7d6e?pvs=21), MIT (https://www.notion.so/MIT-a7b5a826a7294230805d7008d02b8317?pvs=21), IMM (https://www.notion.so/IMM-ac883092dd5047e586045f4e67bd8df2?pvs=21)",,"N332N13 (https://www.notion.so/N332N13-16bbec49f2394a70b770a81f0f7d9a22?pvs=21), N331N11 (https://www.notion.so/N331N11-17f8050bf1bf4a9daace86895ccd3cd8?pvs=21), N245N21 (https://www.notion.so/N245N21-6689eaff2dfb4eb5ba0edf3c8a02187f?pvs=21), N151N14 (https://www.notion.so/N151N14-122a6f036e574994a4101789e02b54f4?pvs=21), N346N05 (https://www.notion.so/N346N05-ddba4bd0faa74419b2ce3228d6acc6e7?pvs=21)",,Posologies au programme du concours
etiologies_mat,,,"August 18, 2025 9:18 AM",,,1255,,https://interface.asclepia.io/admin/datas/lesson/1255/change/,N263,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_causes_de_microangiopathie_thrombotique_OIC-263-03-B,"QI_Q3305 (https://www.notion.so/QI_Q3305-25a9ed05ab6b80bd95faf2eab881b6c5?pvs=21), QI_Q1197 (https://www.notion.so/QI_Q1197-35a762a30bf64329a44a1dffe930536e?pvs=21), QI_Q1196 (https://www.notion.so/QI_Q1196-46f78bd5df1143d182d3fd752671219f?pvs=21), QI_Q1199 (https://www.notion.so/QI_Q1199-6e3798bf95d749a9b9f452f3b48143e3?pvs=21), QI_Q1244 (https://www.notion.so/QI_Q1244-9d51c8f549e049d7abbc1af4cdb272a0?pvs=21), QI_Q1243 (https://www.notion.so/QI_Q1243-d90f1ba3f6084f659256bbf03201de3c?pvs=21)",,,B,Denis,manolo,,Publiée,Non réalisé,Pas de vignette,NEP (https://www.notion.so/NEP-d090aa92851f4f88a3bac671a533d5a8?pvs=21),,N263N03 (https://www.notion.so/N263N03-8db7c76995f94bc48d18d6c8ec873df7?pvs=21),,"Étiologies du syndrome de microangiopathie thrombotique "
anca,"UC1-QI_Q34 (https://www.notion.so/UC1-QI_Q34-2a59ed05ab6b80359d25fd17e7c1239c?pvs=21), UC1-QI_Q36 (https://www.notion.so/UC1-QI_Q36-2a59ed05ab6b80a8a8f2e45fa290a14c?pvs=21)","UC3-DP5_Q8 (https://www.notion.so/UC3-DP5_Q8-1af9ed05ab6b8092b84bdc8a110c6129?pvs=21), UC3-DP4_Q2 (https://www.notion.so/UC3-DP4_Q2-1af9ed05ab6b80a5bd1ce0a9cb1612c8?pvs=21)","August 19, 2025 4:12 PM",,,1254,,https://interface.asclepia.io/admin/datas/lesson/1254/change/,N192,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principales_familles_d%27autoanticorps_%C3%A9vocatrices_de_maladie_autoimmune_syst%C3%A9mique_OIC-192-04-B,QI_Q4907 (https://www.notion.so/QI_Q4907-26a9ed05ab6b8063bb58e46d78e2d913?pvs=21),"UC1-QI_Q34,UC1-QI_Q36","https://www.notion.so/29864565e83e498d81edf4315290a98b, https://www.notion.so/42054874edf7462fba34bfe239df1257, https://www.notion.so/d4d12d731a6543d3b5675f1d126a6dcd",B,Dana Smaily,Denis,https://www.notion.so/2a59ed05ab6b80c0a8efe62a192fa45b,Publiée,Terminé,Pas de vignette,"MII (https://www.notion.so/MII-b35ed2b2ea584bdc80f106ffdb527c56?pvs=21), IMM (https://www.notion.so/IMM-ac883092dd5047e586045f4e67bd8df2?pvs=21)",,N192N04 (https://www.notion.so/N192N04-f76b911334124135ae93248608f9116c?pvs=21),,Anticorps anticytoplasme des polynucléaires neutrophiles (ANCA)
essai_clinique_negatif,,,"August 19, 2025 7:08 PM",,,1253,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1253/change/,N324,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_modalit%C3%A9s_de_planification_d%27un_projet_p%C3%A9dagogique_individualis%C3%A9_pour_un_porteur_de_maladie_chronique_(voir_item_1)_OIC-324-04-B,,,,B,,Paul,,Publiée,Terminé,Pas de vignette,SPU_LCA (https://www.notion.so/SPU_LCA-3eb292e5a5f2481ea47ce5da79a6c9a4?pvs=21),1,N324N04 (https://www.notion.so/N324N04-0d3c89c58a254780be57078c91078964?pvs=21),,Interpréter un essai clinique négatif
ventilation_mecanique,"DP6_Q12 (https://www.notion.so/DP6_Q12-ea66b13174cf49bba9cf6b6c408110e5?pvs=21), UC2-QI_Q29 (https://www.notion.so/UC2-QI_Q29-2a59ed05ab6b8072a53bcaa96bc507da?pvs=21)","UC2-DP44_Q3 (https://www.notion.so/UC2-DP44_Q3-1af9ed05ab6b807fa33ac348ac99a67d?pvs=21), UC2-DP44_Q4 (https://www.notion.so/UC2-DP44_Q4-1af9ed05ab6b80f78cbee5a0e5afcddb?pvs=21), UC3-QI_Q49 (https://www.notion.so/UC3-QI_Q49-2179ed05ab6b80c6be74d2b70a016382?pvs=21)","August 21, 2025 2:49 PM",,,1252,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1252/change/,N359,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_modalit%C3%A9s_d%27oxyg%C3%A9nation_initiale_OIC-359-19-A,"QI_Q3054 (https://www.notion.so/QI_Q3054-25b9ed05ab6b80c78076f7f58b531d9c?pvs=21), QI_Q4390 (https://www.notion.so/QI_Q4390-25a9ed05ab6b802187b3e9b89b61252e?pvs=21), QI_Q1980 (https://www.notion.so/QI_Q1980-25a9ed05ab6b807ebf4ff23a3e7829ea?pvs=21), QI_Q778 (https://www.notion.so/QI_Q778-8544d80e7853430ab4864fb093b3e22d?pvs=21)","DP6_Q12,UC2-QI_Q29","https://www.notion.so/b3f857355b7f4385816c6298e379fbdc, https://www.notion.so/ea66b13174cf49bba9cf6b6c408110e5",A,"Gauthier Beuque, Marie-Lise",Dana Smaily,,Publiée,Non réalisé,Pas de vignette,"MIR (https://www.notion.so/MIR-ebaa00d93ea4444b8d820001833c3bc5?pvs=21), PNE (https://www.notion.so/PNE-919294f827b84a9a9180f7679a2c1170?pvs=21)",,N359N19 (https://www.notion.so/N359N19-119c559f78724d5095c675b1fa05643d?pvs=21),,"Modalités d’assistance ventilatoire mécanique "
effet_placebo_nocebo,,,"August 22, 2025 4:36 PM",,,1251,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1251/change/,N323,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_notions_d%27effets_placebo_et_nocebo_dans_les_essais_cliniques_OIC-323-05-A,,,,A,,Paul,,Publiée,Terminé,Pas de vignette,SPU_LCA (https://www.notion.so/SPU_LCA-3eb292e5a5f2481ea47ce5da79a6c9a4?pvs=21),1,N323N05 (https://www.notion.so/N323N05-bb1425999e574fbf9a82d8cc653d4b88?pvs=21),,Effet placebo et effet nocebo
douleur_rougeur_oculaire,,,"August 22, 2025 9:48 PM",,,1257,,https://interface.asclepia.io/admin/datas/lesson/1257/change/,"N83,N83","https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_conduite_%C3%A0_tenir_devant_un_%C5%93il_rouge_douloureux_sans_baisse_d%27acuit%C3%A9_visuelle_OIC-083-02-A,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_la_conduite_%C3%A0_tenir_devant_un_%C5%93il_rouge_douloureux_avec_baisse_de_l%27acuit%C3%A9_visuelle_(BAV)_OIC-083-06-B","QI_Q692 (https://www.notion.so/QI_Q692-08fdd76d300946f69da53fe33c80e8e5?pvs=21), QI_Q274 (https://www.notion.so/QI_Q274-20c5f2a35bf44766bdc5c93392a4cd94?pvs=21), QI_Q657 (https://www.notion.so/QI_Q657-b788af6c74bc481f919b0276fa5f2b63?pvs=21), QI_Q270 (https://www.notion.so/QI_Q270-bf13ecb1a7984ca28d87986d2f0d5762?pvs=21)",,"https://www.notion.so/1de2585cb770499885bf5d558f48b718, https://www.notion.so/aa61e8a80fed4e3ab26aa5ea74282164,https://www.notion.so/2a59ed05ab6b80a6baa1cf75d3215d9b, https://www.notion.so/4776ea87172d43ffb2a14f3f1c277702, https://www.notion.so/72f3a1fdc9e245fea6f8cb5ceff974b0, https://www.notion.so/8ff64cef675e4bafbf54ee0e001a1a41","A,B",Otman,"Dima, Denis",,Publiée,Non réalisé,Pas de vignette,OPH (https://www.notion.so/OPH-aeb942dfb8a44a73a318349a30471708?pvs=21),,"N083N02 (https://www.notion.so/N083N02-ebfb8afdf6704a2f93f25edbaa1d1708?pvs=21), N083N06 (https://www.notion.so/N083N06-12933cfe61ed467d9960bd130cf5930f?pvs=21)",,Douleur et rougeur oculaire
diagnostic_purpura_rhumatoide,,,"August 24, 2025 10:15 AM",,,1263,,https://interface.asclepia.io/admin/datas/lesson/1263/change/,N215,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principales_%C3%A9tiologies_de_purpura_dont_les_causes_infectieuses_OIC-215-08-A,QI_Q1197 (https://www.notion.so/QI_Q1197-35a762a30bf64329a44a1dffe930536e?pvs=21),,"https://www.notion.so/3ea5bb0291124d54b84eb620ecfdeb03, https://www.notion.so/458b7923d27842b6b753f6945aa891fc, https://www.notion.so/6e9c596b1d19485885fe1a93b7294d99, https://www.notion.so/b4a90edd94ab4751934c127329873a34, https://www.notion.so/e1cae5d2d2ba4ed3a236a8b3afd51b93, https://www.notion.so/e257cccbb1314a79bfa77af5147d5797, https://www.notion.so/ebf7c957b6d845e283d9641d2c6f01ba",A,Denis,manolo,,Publiée,Non réalisé,Pas de vignette,NEP (https://www.notion.so/NEP-d090aa92851f4f88a3bac671a533d5a8?pvs=21),,N215N08 (https://www.notion.so/N215N08-be62ca094114402498074da71f7813cd?pvs=21),,Tableau clinique du purpura rhumatoïde
